407691212|24/1/2020|425|855
267181248|6/10/2020|389|789
846923240|12/1/2020|876|476
681223231|10/3/2020|227|734
923848010|12/1/2020|610|829
681223231|12/10/2020|423|535
681223231|4/9/2020|558|679
492612366|5/8/2020|457|435
681223231|9/4/2020|692|283
955221698|2/7/2020|254|227
846923240|3/8/2020|627|471
751252295|12/7/2020|328|204
846923240|10/6/2020|660|890
492612366|13/4/2020|265|206
751252295|9/9/2020|300|325
310717401|9/10/2020|862|726
167571032|4/11/2020|256|202
681223231|9/5/2020|552|538
846923240|12/12/2020|558|612
681223231|6/8/2020|852|822
492612366|8/12/2020|287|698
401002208|28/1/2020|585|373
955221698|6/7/2020|764|881
751252295|3/7/2020|250|444
501901363|7/7/2020|427|332
955221698|6/8/2020|692|589
751252295|6/4/2020|368|459
133225758|5/10/2020|767|761
201934967|8/5/2020|642|683
923848010|13/5/2020|470|516
657002680|11/5/2020|506|840
622123937|3/2/2020|400|366
846923240|13/4/2020|671|504
133225758|12/3/2020|403|245
336218304|11/2/2020|811|223
336218304|3/2/2020|290|472
407691212|2/10/2020|650|599
622123937|2/6/2020|478|419
681223231|13/8/2020|370|581
237269732|8/9/2020|482|854
167571032|13/9/2020|343|830
492612366|8/2/2020|692|477
955221698|9/2/2020|208|342
310717401|16/1/2020|679|675
681223231|11/3/2020|672|685
310717401|10/9/2020|639|235
629910587|10/4/2020|644|343
955221698|9/9/2020|628|678
267181248|11/4/2020|481|437
955221698|6/7/2020|401|631
629910587|2/7/2020|887|228
237269732|13/1/2020|779|249
850697294|8/10/2020|214|828
622123937|3/9/2020|373|758
923848010|5/9/2020|890|293
923848010|7/7/2020|797|602
310717401|3/8/2020|556|497
846923240|5/11/2020|762|617
310717401|3/9/2020|716|325
336218304|4/8/2020|687|583
622123937|11/7/2020|521|534
923848010|12/11/2020|292|439
629910587|11/9/2020|598|794
133225758|9/9/2020|857|541
237269732|8/6/2020|556|754
167571032|6/6/2020|232|216
336218304|7/2/2020|631|742
501901363|7/9/2020|818|541
407691212|3/4/2020|284|534
401002208|3/3/2020|233|495
492612366|3/6/2020|442|273
501901363|9/3/2020|449|223
629910587|3/10/2020|759|449
629910587|11/4/2020|453|219
850697294|12/12/2020|842|303
267181248|4/7/2020|861|248
336218304|12/8/2020|659|472
267181248|6/9/2020|642|231
923848010|10/6/2020|694|215
310717401|2/9/2020|776|896
237269732|10/11/2020|435|667
133225758|7/3/2020|483|629
681223231|4/10/2020|486|371
622123937|8/2/2020|320|229
622123937|12/12/2020|481|342
336218304|12/4/2020|447|476
850697294|10/5/2020|216|792
501901363|15/1/2020|294|450
201934967|12/3/2020|675|847
955221698|9/11/2020|786|373
201934967|12/12/2020|765|678
336218304|3/9/2020|362|682
267181248|9/6/2020|562|586
336218304|13/12/2020|438|252
501901363|9/6/2020|205|675
201934967|11/6/2020|803|395
401002208|8/3/2020|551|250
133225758|4/5/2020|363|579
133225758|5/12/2020|723|553
401002208|12/9/2020|427|614
923848010|8/1/2020|632|600
267181248|4/2/2020|736|458
407691212|3/3/2020|471|587
501901363|13/7/2020|702|264
850697294|10/11/2020|250|484
751252295|11/9/2020|399|561
492612366|5/9/2020|853|532
846923240|3/6/2020|872|832
336218304|4/7/2020|539|868
492612366|6/9/2020|808|232
751252295|13/4/2020|558|499
657002680|12/8/2020|481|836
681223231|8/7/2020|362|504
955221698|4/3/2020|222|432
622123937|5/11/2020|302|615
850697294|23/1/2020|281|399
955221698|2/2/2020|699|297
681223231|2/10/2020|785|600
657002680|11/9/2020|570|624
201934967|4/3/2020|520|678
923848010|22/1/2020|369|774
846923240|3/8/2020|765|615
681223231|6/12/2020|324|610
657002680|4/9/2020|794|511
401002208|11/12/2020|534|393
955221698|10/8/2020|218|768
622123937|2/4/2020|321|280
657002680|11/6/2020|423|625
336218304|3/4/2020|546|841
846923240|2/2/2020|472|694
407691212|6/10/2020|619|751
751252295|9/6/2020|769|579
629910587|7/1/2020|367|694
751252295|4/3/2020|373|745
310717401|12/12/2020|234|873
336218304|10/2/2020|444|443
237269732|10/12/2020|772|416
657002680|5/11/2020|827|357
657002680|10/11/2020|421|475
237269732|5/12/2020|227|470
850697294|3/12/2020|392|500
492612366|13/10/2020|886|222
407691212|2/5/2020|427|862
407691212|3/9/2020|288|558
955221698|2/11/2020|626|270
629910587|3/8/2020|799|311
310717401|11/11/2020|443|736
133225758|11/5/2020|846|333
629910587|6/3/2020|325|596
955221698|1/1/2020|826|311
310717401|10/9/2020|362|567
923848010|6/2/2020|501|258
850697294|7/6/2020|570|523
407691212|3/6/2020|520|767
407691212|8/6/2020|206|814
310717401|6/6/2020|479|387
923848010|4/3/2020|678|360
850697294|10/5/2020|382|582
501901363|4/3/2020|852|638
201934967|6/3/2020|413|215
657002680|5/2/2020|208|832
407691212|9/5/2020|630|777
751252295|12/8/2020|257|607
492612366|9/2/2020|871|215
201934967|10/11/2020|495|572
681223231|11/6/2020|698|645
336218304|3/6/2020|623|320
133225758|5/8/2020|657|755
850697294|9/6/2020|473|873
401002208|3/10/2020|270|810
629910587|6/11/2020|274|898
846923240|3/5/2020|423|783
501901363|2/2/2020|740|554
267181248|11/9/2020|654|680
657002680|13/6/2020|885|769
681223231|12/3/2020|316|632
923848010|3/9/2020|729|486
657002680|8/2/2020|413|779
237269732|6/2/2020|647|573
681223231|11/12/2020|494|421
629910587|9/3/2020|461|403
336218304|11/12/2020|843|737
133225758|7/1/2020|725|858
657002680|10/8/2020|489|315
201934967|13/6/2020|757|266
923848010|4/10/2020|436|279
267181248|4/11/2020|483|553
237269732|9/2/2020|555|371
846923240|4/4/2020|378|565
622123937|5/4/2020|720|758
955221698|11/12/2020|811|594
629910587|13/3/2020|470|210
133225758|3/1/2020|836|726
955221698|9/11/2020|259|207
310717401|5/12/2020|763|561
492612366|2/10/2020|459|433
681223231|10/10/2020|792|899
401002208|12/10/2020|585|329
267181248|12/9/2020|582|469
501901363|7/12/2020|782|235
133225758|9/3/2020|768|806
850697294|8/6/2020|783|329
133225758|9/10/2020|457|223
407691212|4/10/2020|613|890
401002208|9/7/2020|210|630
167571032|5/8/2020|397|460
850697294|7/6/2020|558|810
629910587|12/1/2020|509|632
657002680|11/6/2020|467|277
629910587|11/5/2020|382|741
401002208|5/11/2020|457|715
201934967|8/4/2020|606|672
629910587|3/11/2020|814|291
681223231|5/5/2020|553|785
850697294|10/3/2020|486|473
850697294|12/3/2020|386|318
167571032|10/4/2020|483|585
407691212|8/1/2020|208|434
850697294|9/10/2020|432|828
629910587|2/10/2020|364|746
681223231|10/12/2020|587|208
955221698|5/3/2020|682|421
407691212|12/2/2020|382|240
681223231|4/9/2020|680|743
955221698|4/5/2020|495|338
501901363|10/3/2020|604|890
133225758|5/12/2020|664|790
629910587|2/12/2020|483|702
267181248|7/10/2020|742|642
310717401|8/10/2020|860|316
657002680|2/10/2020|420|811
237269732|9/2/2020|446|653
657002680|7/8/2020|456|858
850697294|5/12/2020|758|349
955221698|9/9/2020|614|517
850697294|28/1/2020|656|749
201934967|2/8/2020|302|784
501901363|9/5/2020|693|225
492612366|5/3/2020|351|657
657002680|4/10/2020|496|468
167571032|10/6/2020|782|620
501901363|7/7/2020|255|657
492612366|9/12/2020|602|247
629910587|13/10/2020|745|361
751252295|2/9/2020|284|796
629910587|12/5/2020|850|394
133225758|10/3/2020|257|586
846923240|3/9/2020|595|408
751252295|13/11/2020|681|709
133225758|8/12/2020|859|807
923848010|12/3/2020|549|409
401002208|13/9/2020|588|385
401002208|11/2/2020|894|324
501901363|13/9/2020|821|686
657002680|4/12/2020|200|753
850697294|10/3/2020|728|792
501901363|10/5/2020|756|670
622123937|7/6/2020|232|831
310717401|5/10/2020|502|653
336218304|5/4/2020|506|703
923848010|8/3/2020|858|522
133225758|6/5/2020|591|542
201934967|7/8/2020|537|219
955221698|5/5/2020|702|610
267181248|7/5/2020|638|532
501901363|7/7/2020|398|200
267181248|8/7/2020|330|729
267181248|11/9/2020|271|393
492612366|10/6/2020|202|519
310717401|4/5/2020|812|738
336218304|7/11/2020|216|619
629910587|3/9/2020|502|606
237269732|7/8/2020|845|495
501901363|6/9/2020|880|446
751252295|5/6/2020|721|869
501901363|7/11/2020|797|213
751252295|5/6/2020|600|569
336218304|9/7/2020|391|889
657002680|4/5/2020|712|679
657002680|8/8/2020|670|890
850697294|13/12/2020|554|772
681223231|13/4/2020|659|691
310717401|9/6/2020|376|610
133225758|10/4/2020|532|321
336218304|2/7/2020|566|268
622123937|12/5/2020|357|371
501901363|10/3/2020|896|696
407691212|8/12/2020|355|579
846923240|9/5/2020|292|229
955221698|13/8/2020|220|410
622123937|7/2/2020|694|600
923848010|4/10/2020|460|423
167571032|4/9/2020|606|466
751252295|6/11/2020|420|724
336218304|4/12/2020|647|507
201934967|4/7/2020|566|540
407691212|11/5/2020|579|321
923848010|2/9/2020|797|263
167571032|3/9/2020|734|691
681223231|7/5/2020|538|846
267181248|13/10/2020|217|411
201934967|11/7/2020|764|303
401002208|16/1/2020|302|692
201934967|12/8/2020|737|518
407691212|12/5/2020|547|651
923848010|7/8/2020|850|255
237269732|8/1/2020|511|623
657002680|5/1/2020|894|268
751252295|5/5/2020|518|667
846923240|7/11/2020|294|885
133225758|9/10/2020|664|625
846923240|10/8/2020|507|733
751252295|9/8/2020|702|203
407691212|13/5/2020|615|562
336218304|8/10/2020|467|750
401002208|17/1/2020|289|358
846923240|10/7/2020|259|235
657002680|11/12/2020|356|434
336218304|1/1/2020|669|855
657002680|7/2/2020|379|832
629910587|17/1/2020|402|239
407691212|2/5/2020|597|436
310717401|5/10/2020|276|557
167571032|5/4/2020|230|513
167571032|7/12/2020|436|417
629910587|7/11/2020|549|338
237269732|7/5/2020|621|823
955221698|7/4/2020|460|663
923848010|10/4/2020|640|496
751252295|9/12/2020|317|342
681223231|2/5/2020|636|291
751252295|9/3/2020|228|499
237269732|9/2/2020|612|765
955221698|7/7/2020|203|779
401002208|14/1/2020|815|217
622123937|10/10/2020|564|836
657002680|7/7/2020|344|610
501901363|13/12/2020|744|656
492612366|10/8/2020|339|897
846923240|8/12/2020|205|757
201934967|10/4/2020|605|222
401002208|5/10/2020|775|202
846923240|10/12/2020|538|365
850697294|6/12/2020|790|698
923848010|7/4/2020|292|639
629910587|5/8/2020|466|671
681223231|7/11/2020|557|773
846923240|8/6/2020|378|664
622123937|13/7/2020|721|722
955221698|27/1/2020|866|299
407691212|8/8/2020|561|835
501901363|10/10/2020|898|469
167571032|12/5/2020|215|763
923848010|5/6/2020|479|597
237269732|2/8/2020|282|480
850697294|3/8/2020|500|362
501901363|12/10/2020|225|409
501901363|10/7/2020|853|385
629910587|12/7/2020|858|303
846923240|4/9/2020|398|240
955221698|30/1/2020|552|448
401002208|9/6/2020|889|633
401002208|5/10/2020|584|504
237269732|8/2/2020|780|213
629910587|8/10/2020|486|467
955221698|12/11/2020|739|286
681223231|6/6/2020|261|656
955221698|11/4/2020|613|826
629910587|4/1/2020|893|263
622123937|5/8/2020|407|351
501901363|13/11/2020|816|555
167571032|12/2/2020|705|506
629910587|9/3/2020|669|278
267181248|2/11/2020|642|218
492612366|12/5/2020|621|285
401002208|5/2/2020|675|282
267181248|3/9/2020|707|879
237269732|6/9/2020|343|729
657002680|3/8/2020|353|369
846923240|12/12/2020|476|771
681223231|9/2/2020|442|877
657002680|4/10/2020|581|264
201934967|13/4/2020|493|416
310717401|4/5/2020|378|644
492612366|10/5/2020|392|413
167571032|3/10/2020|291|724
407691212|9/4/2020|249|322
923848010|5/7/2020|386|711
407691212|6/8/2020|900|642
492612366|11/2/2020|770|403
629910587|10/7/2020|509|806
237269732|3/6/2020|853|561
751252295|8/3/2020|361|331
622123937|4/6/2020|898|561
629910587|2/2/2020|654|581
237269732|8/2/2020|545|379
850697294|8/2/2020|448|442
622123937|12/6/2020|263|412
955221698|10/9/2020|352|556
492612366|2/8/2020|443|778
267181248|9/7/2020|493|720
310717401|10/4/2020|390|256
629910587|3/10/2020|455|339
923848010|12/4/2020|242|877
201934967|10/2/2020|809|642
401002208|17/1/2020|794|318
751252295|3/2/2020|513|614
846923240|9/8/2020|481|237
923848010|11/6/2020|581|815
133225758|7/10/2020|745|331
267181248|5/8/2020|488|899
846923240|4/10/2020|516|568
267181248|10/12/2020|841|845
237269732|7/2/2020|479|734
629910587|11/1/2020|677|889
201934967|13/8/2020|768|538
401002208|2/6/2020|385|550
167571032|6/1/2020|742|692
657002680|11/10/2020|221|852
336218304|7/3/2020|517|747
846923240|12/7/2020|566|550
267181248|2/9/2020|301|327
501901363|6/10/2020|211|255
657002680|5/2/2020|744|831
201934967|7/12/2020|273|769
622123937|6/12/2020|530|501
681223231|4/3/2020|250|750
681223231|2/5/2020|330|409
407691212|11/8/2020|723|218
955221698|12/2/2020|307|755
201934967|3/8/2020|262|832
923848010|12/12/2020|377|611
955221698|2/10/2020|784|451
407691212|7/6/2020|640|415
401002208|4/4/2020|682|662
401002208|12/6/2020|441|540
492612366|7/2/2020|308|382
201934967|8/2/2020|704|461
167571032|13/8/2020|578|392
622123937|8/1/2020|650|692
492612366|6/11/2020|241|361
501901363|12/4/2020|613|334
629910587|10/9/2020|401|839
657002680|10/9/2020|813|621
501901363|5/4/2020|798|311
850697294|5/2/2020|880|326
310717401|6/5/2020|347|481
407691212|10/3/2020|332|241
201934967|9/10/2020|272|822
850697294|9/5/2020|407|353
850697294|6/12/2020|821|671
657002680|10/6/2020|894|662
751252295|7/6/2020|713|420
167571032|12/6/2020|345|814
407691212|12/5/2020|282|516
622123937|11/5/2020|274|297
850697294|2/3/2020|751|330
267181248|9/6/2020|767|772
501901363|2/2/2020|896|814
310717401|3/8/2020|732|751
237269732|2/10/2020|676|390
201934967|2/1/2020|894|505
955221698|7/2/2020|340|625
201934967|9/9/2020|462|666
955221698|6/11/2020|341|378
401002208|10/6/2020|818|528
237269732|7/10/2020|220|845
401002208|2/2/2020|234|900
492612366|19/1/2020|806|250
629910587|4/6/2020|738|800
622123937|10/9/2020|456|509
407691212|6/9/2020|894|572
846923240|2/12/2020|352|713
401002208|6/7/2020|399|505
336218304|3/2/2020|315|862
401002208|10/8/2020|327|305
237269732|6/10/2020|829|757
133225758|8/3/2020|252|877
657002680|3/3/2020|644|893
955221698|31/1/2020|539|381
657002680|8/11/2020|705|443
401002208|6/8/2020|773|297
501901363|6/7/2020|498|732
267181248|11/12/2020|734|341
201934967|3/9/2020|591|796
237269732|10/6/2020|892|783
401002208|11/8/2020|834|741
201934967|3/1/2020|562|497
501901363|2/11/2020|220|731
310717401|8/6/2020|502|875
401002208|10/9/2020|582|343
923848010|2/8/2020|260|322
401002208|12/1/2020|288|449
336218304|3/2/2020|322|498
407691212|2/9/2020|292|771
133225758|2/5/2020|785|817
401002208|5/2/2020|706|860
657002680|9/11/2020|425|244
681223231|11/9/2020|500|593
492612366|13/2/2020|659|782
201934967|9/8/2020|511|727
923848010|12/12/2020|523|724
336218304|4/3/2020|701|313
133225758|19/1/2020|691|316
955221698|8/5/2020|313|454
167571032|4/3/2020|563|342
167571032|12/12/2020|277|593
681223231|9/2/2020|705|492
629910587|7/7/2020|526|499
955221698|8/3/2020|680|202
657002680|4/10/2020|291|283
622123937|4/11/2020|493|774
336218304|9/9/2020|498|840
846923240|5/12/2020|833|605
681223231|11/5/2020|635|644
850697294|11/11/2020|509|790
201934967|2/6/2020|741|298
407691212|3/9/2020|708|676
201934967|10/2/2020|283|537
267181248|10/2/2020|733|800
167571032|8/4/2020|229|776
923848010|9/2/2020|842|636
407691212|10/3/2020|765|204
657002680|8/6/2020|863|714
267181248|11/12/2020|484|631
401002208|3/3/2020|814|747
201934967|3/9/2020|520|258
629910587|12/7/2020|780|289
751252295|8/3/2020|736|454
310717401|7/12/2020|655|385
133225758|10/7/2020|721|217
401002208|2/5/2020|612|311
401002208|11/12/2020|458|860
492612366|26/1/2020|494|603
407691212|10/12/2020|487|322
310717401|11/10/2020|749|294
133225758|8/9/2020|472|234
657002680|11/2/2020|756|416
167571032|7/8/2020|814|575
629910587|4/2/2020|680|280
237269732|13/9/2020|234|640
681223231|3/4/2020|615|318
622123937|6/12/2020|650|888
629910587|12/12/2020|204|711
629910587|7/5/2020|203|788
846923240|8/11/2020|693|509
622123937|7/3/2020|285|201
401002208|4/10/2020|252|706
237269732|3/4/2020|304|512
267181248|9/7/2020|604|742
501901363|8/3/2020|460|228
681223231|11/7/2020|687|866
955221698|3/8/2020|676|529
846923240|4/6/2020|769|409
629910587|2/9/2020|622|249
846923240|29/1/2020|704|654
336218304|2/6/2020|506|834
751252295|7/3/2020|397|308
629910587|12/8/2020|381|672
167571032|6/10/2020|748|336
492612366|11/5/2020|671|222
751252295|10/6/2020|741|860
401002208|9/12/2020|828|353
955221698|26/1/2020|889|246
501901363|11/12/2020|336|881
267181248|6/10/2020|302|533
201934967|3/12/2020|770|398
850697294|5/2/2020|858|630
401002208|11/11/2020|253|606
846923240|9/4/2020|462|406
133225758|11/3/2020|651|498
923848010|3/12/2020|762|334
846923240|30/1/2020|432|610
133225758|9/6/2020|338|247
629910587|2/4/2020|290|888
657002680|5/9/2020|753|564
167571032|6/6/2020|819|702
657002680|3/8/2020|490|543
846923240|3/8/2020|511|251
681223231|8/3/2020|874|631
622123937|7/8/2020|730|446
751252295|6/2/2020|309|217
237269732|12/4/2020|775|449
407691212|12/1/2020|328|715
167571032|12/10/2020|469|783
846923240|11/1/2020|556|663
629910587|2/7/2020|420|851
923848010|11/2/2020|727|773
133225758|2/4/2020|592|215
201934967|11/9/2020|763|514
133225758|5/2/2020|315|598
492612366|11/9/2020|777|491
501901363|10/7/2020|238|577
622123937|8/9/2020|397|568
310717401|6/3/2020|819|740
657002680|16/1/2020|366|352
955221698|2/5/2020|636|263
237269732|6/8/2020|517|681
622123937|10/10/2020|329|838
629910587|11/5/2020|215|345
751252295|5/12/2020|704|821
237269732|13/2/2020|708|867
923848010|7/6/2020|310|409
310717401|6/9/2020|663|370
167571032|13/9/2020|819|707
237269732|12/10/2020|530|851
201934967|12/10/2020|317|746
629910587|4/8/2020|228|348
751252295|8/12/2020|405|713
407691212|13/2/2020|755|794
850697294|8/8/2020|327|417
492612366|3/5/2020|879|650
501901363|10/11/2020|389|373
336218304|9/12/2020|698|628
401002208|2/6/2020|406|390
237269732|4/3/2020|409|775
622123937|5/2/2020|438|481
310717401|7/11/2020|236|518
923848010|9/6/2020|658|368
846923240|4/6/2020|834|839
850697294|7/7/2020|223|647
622123937|9/9/2020|563|218
237269732|5/11/2020|846|274
923848010|3/4/2020|545|730
955221698|5/4/2020|273|232
201934967|12/3/2020|475|329
267181248|9/9/2020|464|844
751252295|8/5/2020|874|406
501901363|2/6/2020|535|391
955221698|10/4/2020|765|744
629910587|3/5/2020|857|580
629910587|12/7/2020|809|346
237269732|11/9/2020|608|661
657002680|7/11/2020|540|477
501901363|9/12/2020|449|870
492612366|1/1/2020|565|296
267181248|9/2/2020|696|414
629910587|2/5/2020|793|805
850697294|3/7/2020|451|597
167571032|18/1/2020|443|212
267181248|13/8/2020|810|328
492612366|3/11/2020|574|354
501901363|9/11/2020|551|719
133225758|8/5/2020|705|761
336218304|7/4/2020|466|269
501901363|13/4/2020|229|830
681223231|12/5/2020|889|406
657002680|11/4/2020|264|601
657002680|10/6/2020|787|724
923848010|9/11/2020|744|217
401002208|11/10/2020|324|761
336218304|8/8/2020|886|228
237269732|5/11/2020|579|594
310717401|5/11/2020|767|862
681223231|8/12/2020|584|245
751252295|24/1/2020|546|441
923848010|7/5/2020|381|253
850697294|12/5/2020|541|745
657002680|13/5/2020|521|239
751252295|4/8/2020|822|529
133225758|5/5/2020|388|582
167571032|9/3/2020|657|228
629910587|10/8/2020|220|272
955221698|10/1/2020|638|505
237269732|11/3/2020|732|730
201934967|13/10/2020|684|373
336218304|3/3/2020|294|374
167571032|12/4/2020|256|735
237269732|4/8/2020|798|365
237269732|4/6/2020|288|659
681223231|8/3/2020|491|381
622123937|12/8/2020|239|850
955221698|7/10/2020|445|727
923848010|3/6/2020|631|597
622123937|7/2/2020|355|521
407691212|12/5/2020|386|480
407691212|4/4/2020|725|414
751252295|4/4/2020|522|583
629910587|2/6/2020|445|896
850697294|7/8/2020|774|713
237269732|4/11/2020|790|628
657002680|13/1/2020|449|290
850697294|4/10/2020|870|525
167571032|10/3/2020|614|651
622123937|3/6/2020|257|558
336218304|9/8/2020|398|815
501901363|5/8/2020|835|551
167571032|4/7/2020|537|743
751252295|11/11/2020|223|571
850697294|11/9/2020|896|266
336218304|4/5/2020|229|668
751252295|12/7/2020|796|861
407691212|10/4/2020|616|771
310717401|2/10/2020|711|592
133225758|8/11/2020|622|631
846923240|10/2/2020|468|429
133225758|12/2/2020|584|437
167571032|8/7/2020|700|825
201934967|12/11/2020|275|420
133225758|13/5/2020|440|533
681223231|4/1/2020|748|803
501901363|4/6/2020|438|288
850697294|4/4/2020|762|377
267181248|7/9/2020|458|486
846923240|8/3/2020|384|254
267181248|11/5/2020|783|862
310717401|11/4/2020|884|211
850697294|9/4/2020|216|493
237269732|2/3/2020|815|863
681223231|10/7/2020|322|622
133225758|3/10/2020|755|494
407691212|3/6/2020|502|872
629910587|5/5/2020|486|856
657002680|7/4/2020|723|576
501901363|2/2/2020|484|738
167571032|8/12/2020|453|613
629910587|8/7/2020|481|875
923848010|6/9/2020|411|598
401002208|10/2/2020|854|669
751252295|5/11/2020|814|424
267181248|6/2/2020|594|285
846923240|10/4/2020|788|829
310717401|4/3/2020|823|418
336218304|6/5/2020|588|660
850697294|7/2/2020|314|253
310717401|3/4/2020|280|212
167571032|10/10/2020|357|239
622123937|8/1/2020|677|871
310717401|4/11/2020|318|449
310717401|13/8/2020|442|466
336218304|9/6/2020|453|765
955221698|19/1/2020|374|550
629910587|10/5/2020|724|855
201934967|3/4/2020|651|250
267181248|11/2/2020|297|479
407691212|7/3/2020|393|538
167571032|20/1/2020|373|835
657002680|7/5/2020|465|807
